tag,sentence,,,,,
B-D,6m,,,,,
B-E,@,,,,,
B-P,1.84%,,,,,
B-M,Ni,,,,,
B-E,from,,,,,
B-D,18m,,,,,
O,(,,,,,
O,6534550mN,,,,,
O,",",,,,,
O,316480mE,,,,,
O,),,,,,
B-H,MRC005,,,,,
B-M,1m,,,,,
B-E,@,,,,,
B-P,0.16%,,,,,
B-M,Cu,,,,,
B-E,from,,,,,
B-D,51m,,,,,
B-H,NRB067,,,,,
B-E,:,,,,,
B-D,3m,,,,,
B-E,@,,,,,
B-P,0.78%,,,,,
B-M,Ni,,,,,
B-E,from,,,,,
B-D,33m,,,,,
B-E,and,,,,,
B-D,3m,,,,,
B-E,@,,,,,
B-P,0.76%,,,,,
B-M,Ni,,,,,
B-E,from,,,,,
B-D,2m,,,,,
B-E,@,,,,,
B-P,0.19%,,,,,
B-M,Cu,,,,,
B-E,from,,,,,
B-D,60m,,,,,
I-D,48m,,,,,
O,(,,,,,
O,6537270mN,,,,,
O,",",,,,,
O,315560mE,,,,,
O,),,,,,
O,",",,,,,
O,and,,,,,
B-H,MRC007,,,,,
B-D,2m,,,,,
B-E,@,,,,,
B-P,0.17%,,,,,
B-M,Cu,,,,,
B-E,from,,,,,
B-D,39m,,,,,
B-H,NRB077,,,,,
B-E,:,,,,,
B-D,3m,,,,,
B-E,@,,,,,
B-P,0.69%,,,,,
B-M,Ni,,,,,
B-E,from,,,,,
B-D,24m,,,,,
O,(,,,,,
O,6536970mN,,,,,
O,",",,,,,
O,315600mE,,,,,
O,),,,,,
B-H,MRC008,,,,,
B-D,1m,,,,,
B-E,@,,,,,
B-P,0.53%,,,,,
B-M,Cu,,,,,
B-E,from,,,,,
B-D,53m,,,,,
I-D,1m,,,,,
B-E,@,,,,,
B-P,0.18%,,,,,
B-M,Cu,,,,,
B-E,from,,,,,
B-D,67m,,,,,
O,Mincor,,,,,
O,assessed,,,,,
O,the,,,,,
O,results,,,,,
O,from,,,,,
O,NRB048,,,,,
O,to,,,,,
O,be,,,,,
O,related,,,,,
O,to,,,,,
O,lateritic,,,,,
O,mineralisation.,,,,,
O,No,,,,,
O,details,,,,,
O,of,,,,,
O,geological,,,,,
O,logs,,,,,
O,or,,,,,
O,analyses,,,,,
O,have,,,,,
O,been,,,,,
O,Uranium,,,,,
O,(,,,,,
O,U,,,,,
O,),,,,,
O,values,,,,,
O,were,,,,,
O,generally,,,,,
O,below,,,,,
O,15ppm,,,,,
O,U,,,,,
O,",",,,,,
O,the,,,,,
O,highest,,,,,
O,located,,,,,
O,for,,,,,
O,RAB,,,,,
O,holes,,,,,
O,NRB067,,,,,
O,and,,,,,
O,NRB077.,,,,,
O,value,,,,,
O,of,,,,,
O,70ppm,,,,,
O,U,,,,,
O,associated,,,,,
O,with,,,,,
O,the,,,,,
O,highest,,,,,
O,Cu,,,,,
O,value,,,,,
O,in,,,,,
O,drill,,,,,
O,hole,,,,,
O,MRC008.,,,,,
O,To,,,,,
O,the,,,,,
O,north,,,,,
O,of,,,,,
O,the,,,,,
O,drilled,,,,,
O,area,,,,,
O,there,,,,,
O,is,,,,,
O,an,,,,,
O,untested,,,,,
O,weak,,,,,
O,TEM,,,,,
O,conductor,,,,,
O,from,,,,,
O,a,,,,,
O,2010,,,,,
O,geophysical,,,,,
O,survey,,,,,
O,along,,,,,
O,the,,,,,
O,interpreted,,,,,
O,In,,,,,
O,Alliance,,,,,
O,’,,,,,
O,s,,,,,
O,view,,,,,
O,",",,,,,
O,the,,,,,
O,reported,,,,,
O,Cu,,,,,
O,grades,,,,,
O,are,,,,,
O,too,,,,,
O,low,,,,,
O,on,,,,,
O,average,,,,,
O,to,,,,,
O,basal,,,,,
O,contact,,,,,
O,with,,,,,
O,an,,,,,
O,estimated,,,,,
O,depth,,,,,
O,to,,,,,
O,top,,,,,
O,of,,,,,
O,conductor,,,,,
O,of,,,,,
O,warrant,,,,,
O,further,,,,,
O,work.,,,,,
O,100-200m.,,,,,
O,Accordingly,,,,,
O,",",,,,,
O,the,,,,,
O,Company,,,,,
O,made,,,,,
O,a,,,,,
O,decision,,,,,
O,to,,,,,
O,withdraw,,,,,
O,from,,,,,
O,Chile,,,,,
O,The,,,,,
O,application,,,,,
O,also,,,,,
O,covers,,,,,
O,the,,,,,
O,southeastern,,,,,
O,extension,,,,,
O,of,,,,,
O,the,,,,,
O,Ida,,,,,
O,and,,,,,
O,:,,,,,
O,Fault,,,,,
O,to,,,,,
O,the,,,,,
O,south,,,,,
O,of,,,,,
O,the,,,,,
O,Queen,,,,,
O,Victoria,,,,,
O,nickel,,,,,
O,prospect.,,,,,
O,The,,,,,
O,Ida,,,,,
O,1.,,,,,
O,notified,,,,,
O,the,,,,,
O,owner,,,,,
O,of,,,,,
O,the,,,,,
O,Monardes,,,,,
O,concessions,,,,,
O,that,,,,,
O,it,,,,,
O,would,,,,,
O,Fault,,,,,
O,is,,,,,
O,a,,,,,
O,known,,,,,
O,crustal-scale,,,,,
O,fault,,,,,
O,between,,,,,
O,the,,,,,
O,Southern,,,,,
O,Cross,,,,,
O,not,,,,,
O,be,,,,,
O,exercising,,,,,
O,the,,,,,
O,annual,,,,,
O,payment,,,,,
O,in,,,,,
O,respect,,,,,
O,of,,,,,
O,the,,,,,
O,option,,,,,
O,to,,,,,
O,and,,,,,
O,Eastern,,,,,
O,Goldfields,,,,,
O,Granite-Greenstone,,,,,
O,Terranes.,,,,,
O,Magnetic,,,,,
O,purchase,,,,,
O,the,,,,,
O,concessions,,,,,
O,;,,,,,
O,anomalism,,,,,
O,is,,,,,
O,associated,,,,,
O,with,,,,,
O,the,,,,,
O,Ida,,,,,
O,Fault,,,,,
O,at,,,,,
O,this,,,,,
O,location,,,,,
O,and,,,,,
O,may,,,,,
O,have,,,,,
O,potential,,,,,
O,for,,,,,
O,nickel,,,,,
O,and,,,,,
O,copper.,,,,,
O,2.,,,,,
O,notified,,,,,
O,the,,,,,
O,owners,,,,,
O,of,,,,,
O,the,,,,,
O,Mantos,,,,,
O,concessions,,,,,
O,that,,,,,
O,it,,,,,
O,will,,,,,
O,not,,,,,
O,be,,,,,
O,exercising,,,,,
O,its,,,,,
O,option,,,,,
O,to,,,,,
O,purchase,,,,,
O,the,,,,,
O,mining,,,,,
O,concessions.,,,,,
O,The,,,,,
O,Alliance,,,,,
O,commenced,,,,,
O,a,,,,,
O,literature,,,,,
O,review,,,,,
O,of,,,,,
O,the,,,,,
O,existing,,,,,
O,geological,,,,,
O,Company,,,,,
O,must,,,,,
O,keep,,,,,
O,these,,,,,
O,concessions,,,,,
O,in,,,,,
O,good,,,,,
O,standing,,,,,
O,until,,,,,
O,data.,,,,,
O,The,,,,,
O,Company,,,,,
O,intends,,,,,
O,to,,,,,
O,conduct,,,,,
O,further,,,,,
O,geochemical,,,,,
O,October,,,,,
O,2016,,,,,
O,;,,,,,
O,and,,,,,
O,surveys,,,,,
O,",",,,,,
O,review,,,,,
O,the,,,,,
O,existing,,,,,
O,geophysical,,,,,
O,data,,,,,
O,",",,,,,
O,conduct,,,,,
O,further,,,,,
O,geophysical,,,,,
O,surveys,,,,,
O,",",,,,,
O,and,,,,,
O,if,,,,,
O,warranted,,,,,
O,",",,,,,
O,drill,,,,,
O,testing,,,,,
O,of,,,,,
O,targets,,,,,
O,for,,,,,
O,3.,,,,,
O,surrendered,,,,,
O,the,,,,,
O,Vega,,,,,
O,1,,,,,
O,and,,,,,
O,2,,,,,
O,concessions,,,,,
O,and,,,,,
O,the,,,,,
O,applications,,,,,
O,massive,,,,,
O,Ni,,,,,
O,sulphides,,,,,
O,and,,,,,
O,gold.,,,,,
O,for,,,,,
O,Vega,,,,,
O,3,,,,,
O,to,,,,,
O,Vega,,,,,
O,16,,,,,
O,concessions.,,,,,
O,Refer,,,,,
O,to,,,,,
O,ASX,,,,,
O,announcement,,,,,
O,dated,,,,,
O,25,,,,,
O,November,,,,,
O,2015,,,,,
O,for,,,,,
O,further,,,,,
O,Refer,,,,,
O,to,,,,,
O,ASX,,,,,
O,announcement,,,,,
O,dated,,,,,
O,18,,,,,
O,March,,,,,
O,2016,,,,,
O,for,,,,,
O,further,,,,,
O,details,,,,,
O,and,,,,,
O,competent,,,,,
O,person,,,,,
O,’,,,,,
O,s,,,,,
O,consent.,,,,,
O,details,,,,,
O,and,,,,,
O,competent,,,,,
O,person,,,,,
O,’,,,,,
O,s,,,,,
O,consent.,,,,,
O,2,,,,,
O,ALLIANCE,,,,,
O,RESOURCES,,,,,
O,LIMITEDReview,,,,,
O,of,,,,,
O,operations,,,,,
O,WA,,,,,
O,Project,,,,,
O,Locations,,,,,
O,Gundockerta,,,,,
O,South,,,,,
O,Nickel-Copper-Gold,,,,,
O,Project,,,,,
O,data,,,,,
O,compilation,,,,,
O,",",,,,,
O,soil,,,,,
O,geochemistry,,,,,
O,",",,,,,
O,limited,,,,,
O,rock,,,,,
O,chip,,,,,
O,geochemistry,,,,,
O,(,,,,,
O,Alliance,,,,,
O,100%,,,,,
O,),,,,,
O,and,,,,,
O,25,,,,,
O,reverse,,,,,
O,circulation,,,,,
O,drill,,,,,
O,holes,,,,,
O,for,,,,,
O,1212m.,,,,,
O,Exploration,,,,,
O,licence,,,,,
O,28/2572,,,,,
O,was,,,,,
O,granted,,,,,
O,on,,,,,
O,1,,,,,
O,July,,,,,
O,2016,,,,,
O,Alliance,,,,,
O,plans,,,,,
O,to,,,,,
O,review,,,,,
O,the,,,,,
O,existing,,,,,
O,information,,,,,
O,",",,,,,
O,conduct,,,,,
O,a,,,,,
O,(,,,,,
O,post-reporting,,,,,
O,),,,,,
O,.,,,,,
O,geophysical,,,,,
O,survey,,,,,
O,along,,,,,
O,the,,,,,
O,ultramafic,,,,,
O,channel,,,,,
O,in,,,,,
O,the,,,,,
O,vicinity,,,,,
O,of,,,,,
O,CRAE,,,,,
O,drill,,,,,
O,hole,,,,,
O,94GRD014,,,,,
O,",",,,,,
O,and,,,,,
O,if,,,,,
O,warranted,,,,,
O,",",,,,,
O,drill,,,,,
O,testing,,,,,
O,of,,,,,
O,targets,,,,,
O,The,,,,,
O,project,,,,,
O,is,,,,,
O,located,,,,,
O,72,,,,,
O,km,,,,,
O,east,,,,,
O,of,,,,,
O,Kalgoorlie,,,,,
O,and,,,,,
O,captures,,,,,
O,for,,,,,
O,massive,,,,,
O,Ni,,,,,
O,sulphides.,,,,,
O,approximately,,,,,
O,10,,,,,
O,km,,,,,
O,strike,,,,,
O,length,,,,,
O,of,,,,,
O,interpreted,,,,,
O,bedrock,,,,,
O,ultramafics.,,,,,
O,The,,,,,
O,northern,,,,,
O,tenement,,,,,
O,boundary,,,,,
O,is,,,,,
O,located,,,,,
O,2.8,,,,,
O,km,,,,,
O,In,,,,,
O,the,,,,,
O,eastern,,,,,
O,half,,,,,
O,of,,,,,
O,the,,,,,
O,tenement,,,,,
O,application,,,,,
O,",",,,,,
O,Aruma,,,,,
O,Resources,,,,,
O,along,,,,,
O,strike,,,,,
O,from,,,,,
O,the,,,,,
O,Lake,,,,,
O,Yindarlgooda,,,,,
O,Ni,,,,,
O,sulphide,,,,,
O,prospect.,,,,,
O,Ltd,,,,,
O,(,,,,,
O,Aruma,,,,,
O,),,,,,
O,(,,,,,
O,E28/1833,,,,,
O,",",,,,,
O,2009-2012,,,,,
O,),,,,,
O,carried,,,,,
O,out,,,,,
O,a,,,,,
O,Hyvista,,,,,
O,survey,,,,,
O,and,,,,,
O,RAB,,,,,
O,drilling,,,,,
O,of,,,,,
O,61,,,,,
O,holes,,,,,
O,for,,,,,
O,1980m,,,,,
O,",",,,,,
O,assaying,,,,,
O,for,,,,,
O,gold,,,,,
O,",",,,,,
O,copper,,,,,
O,The,,,,,
O,area,,,,,
O,has,,,,,
O,been,,,,,
O,selected,,,,,
O,on,,,,,
O,the,,,,,
O,basis,,,,,
O,of,,,,,
O,encouraging,,,,,
O,nickel,,,,,
O,and,,,,,
O,(,,,,,
O,Cu,,,,,
O,),,,,,
O,and,,,,,
O,nickel.,,,,,
O,The,,,,,
O,best,,,,,
O,result,,,,,
O,was,,,,,
O,3m,,,,,
O,of,,,,,
O,0.21%,,,,,
O,Ni,,,,,
O,and,,,,,
O,0.21%,,,,,
O,Cu,,,,,
O,copper,,,,,
O,anomalism,,,,,
O,from,,,,,
O,previous,,,,,
O,RAB,,,,,
O,drilling,,,,,
O,and,,,,,
O,the,,,,,
O,presence,,,,,
O,of,,,,,
O,from,,,,,
O,11m,,,,,
O,in,,,,,
O,hole,,,,,
O,HPBR023,,,,,
O,(,,,,,
O,6591998mN,,,,,
O,",",,,,,
O,430500mE,,,,,
O,MGA,,,,,
O,),,,,,
O,.,,,,,
O,cumulate,,,,,
O,textured,,,,,
O,ultramafics.,,,,,
O,Pioneer,,,,,
O,Resources,,,,,
O,Ltd,,,,,
O,(,,,,,
O,Pioneer,,,,,
O,),,,,,
O,(,,,,,
O,E28/2315,,,,,
O,",",,,,,
O,2013-14,,,,,
O,),,,,,
O,carried,,,,,
O,out,,,,,
O,a,,,,,
O,In,,,,,
O,the,,,,,
O,western,,,,,
O,half,,,,,
O,of,,,,,
O,the,,,,,
O,tenement,,,,,
O,application,,,,,
O,",",,,,,
O,CRA,,,,,
O,Exploration,,,,,
O,Pty,,,,,
O,soil,,,,,
O,geochemical,,,,,
O,survey,,,,,
O,of,,,,,
O,617,,,,,
O,samples,,,,,
O,using,,,,,
O,a,,,,,
O,portable,,,,,
O,XRF,,,,,
O,Ltd,,,,,
O,(,,,,,
O,CRAE,,,,,
O,),,,,,
O,and,,,,,
O,Resolute,,,,,
O,Ltd,,,,,
O,(,,,,,
O,E25/84,,,,,
O,",",,,,,
O,1991-97,,,,,
O,),,,,,
O,explored,,,,,
O,for,,,,,
O,gold,,,,,
O,analyser,,,,,
O,and,,,,,
O,compiled,,,,,
O,geochemical,,,,,
O,data,,,,,
O,of,,,,,
O,previous,,,,,
O,explorers.,,,,,
O,mineralisation,,,,,
O,associated,,,,,
O,with,,,,,
O,the,,,,,
O,sediment,,,,,
O,and,,,,,
O,tuffs,,,,,
O,within,,,,,
O,the,,,,,
O,These,,,,,
O,showed,,,,,
O,coincident,,,,,
O,Ni,,,,,
O,and,,,,,
O,Cu,,,,,
O,anomalism,,,,,
O,over,,,,,
O,the,,,,,
O,Yindarlgooda,,,,,
O,rift.,,,,,
O,The,,,,,
O,margins,,,,,
O,of,,,,,
O,the,,,,,
O,rift,,,,,
O,were,,,,,
O,considered,,,,,
O,highly,,,,,
O,aeromagnetic,,,,,
O,highs,,,,,
O,",",,,,,
O,with,,,,,
O,the,,,,,
O,northern,,,,,
O,anomaly,,,,,
O,supporting,,,,,
O,the,,,,,
O,prospective,,,,,
O,for,,,,,
O,gold,,,,,
O,deposits,,,,,
O,associated,,,,,
O,with,,,,,
O,intrusives,,,,,
O,and,,,,,
O,encouraging,,,,,
O,drilling,,,,,
O,result,,,,,
O,previously,,,,,
O,reported,,,,,
O,by,,,,,
O,Aruma.,,,,,
O,Pioneer,,,,,
O,komatiite-hosted,,,,,
O,Ni,,,,,
O,sulphide,,,,,
O,mineralisation.,,,,,
O,CRAE,,,,,
O,completed,,,,,
O,regional,,,,,
O,geologists,,,,,
O,subsequently,,,,,
O,carried,,,,,
O,out,,,,,
O,field,,,,,
O,verification,,,,,
O,of,,,,,
O,the,,,,,
O,Ni,,,,,
O,stream,,,,,
O,sediment,,,,,
O,sampling,,,,,
O,",",,,,,
O,soil,,,,,
O,sampling,,,,,
O,and,,,,,
O,RAB,,,,,
O,and,,,,,
O,aircore,,,,,
O,anomalies,,,,,
O,and,,,,,
O,concluded,,,,,
O,that,,,,,
O,they,,,,,
O,were,,,,,
O,lithologically,,,,,
O,derived,,,,,
O,",",,,,,
O,on,,,,,
O,a,,,,,
O,drilling,,,,,
O,on,,,,,
O,anomalies,,,,,
O,(,,,,,
O,41,,,,,
O,holes,,,,,
O,for,,,,,
O,1387m,,,,,
O,),,,,,
O,.,,,,,
O,The,,,,,
O,best,,,,,
O,result,,,,,
O,was,,,,,
O,12m,,,,,
O,topographic,,,,,
O,high,,,,,
O,over,,,,,
O,an,,,,,
O,exposed,,,,,
O,mafic-ultramafic,,,,,
O,intrusive,,,,,
O,complex.,,,,,
O,at,,,,,
O,0.55%,,,,,
O,Ni,,,,,
O,from,,,,,
O,20m,,,,,
O,in,,,,,
O,hole,,,,,
O,94GRD014,,,,,
O,(,,,,,
O,6585900mN,,,,,
O,",",,,,,
O,425500mE,,,,,
O,MGA,,,,,
O,),,,,,
O,adjacent,,,,,
O,to,,,,,
O,a,,,,,
O,CRAE,,,,,
O,interpreted,,,,,
O,basal,,,,,
O,margin,,,,,
O,of,,,,,
O,an,,,,,
O,ultramafic,,,,,
O,Despite,,,,,
O,there,,,,,
O,being,,,,,
O,no,,,,,
O,recognition,,,,,
O,of,,,,,
O,cumulate,,,,,
O,textured,,,,,
O,ultramafics,,,,,
O,channel.,,,,,
O,Although,,,,,
O,this,,,,,
O,intercept,,,,,
O,lacks,,,,,
O,coincident,,,,,
O,Ni-Cu,,,,,
O,anomalism,,,,,
O,",",,,,,
O,by,,,,,
O,either,,,,,
O,Aruma,,,,,
O,in,,,,,
O,its,,,,,
O,drilling,,,,,
O,or,,,,,
O,Pioneer,,,,,
O,in,,,,,
O,its,,,,,
O,field,,,,,
O,checking,,,,,
O,",",,,,,
O,Alliance,,,,,
O,cumulate,,,,,
O,ultramafic,,,,,
O,textures,,,,,
O,have,,,,,
O,been,,,,,
O,logged,,,,,
O,in,,,,,
O,the,,,,,
O,CRAE,,,,,
O,drilling.,,,,,
O,considers,,,,,
O,the,,,,,
O,coincident,,,,,
O,Ni,,,,,
O,and,,,,,
O,Cu,,,,,
O,results,,,,,
O,in,,,,,
O,the,,,,,
O,Aruma,,,,,
O,drill,,,,,
O,hole,,,,,
O,to,,,,,
O,be,,,,,
O,worthy,,,,,
O,of,,,,,
O,further,,,,,
O,investigation.,,,,,
O,Heron,,,,,
O,Resources,,,,,
O,Ltd,,,,,
O,(,,,,,
O,Heron,,,,,
O,),,,,,
O,(,,,,,
O,E28/1079,,,,,
O,",",,,,,
O,2003-09,,,,,
O,),,,,,
O,explored,,,,,
O,for,,,,,
O,Ni,,,,,
O,laterite,,,,,
O,and,,,,,
O,Ni,,,,,
O,sulphide,,,,,
O,mineralisation.,,,,,
O,Work,,,,,
O,completed,,,,,
O,included,,,,,
O,Refer,,,,,
O,to,,,,,
O,ASX,,,,,
O,announcement,,,,,
O,dated,,,,,
O,25,,,,,
O,November,,,,,
O,2015,,,,,
O,for,,,,,
O,further,,,,,
O,details,,,,,
O,and,,,,,
O,competent,,,,,
O,person,,,,,
O,’,,,,,
O,s,,,,,
O,consent.,,,,,
O,ANNUAL,,,,,
O,REPORT,,,,,
O,2016,,,,,
O,3Review,,,,,
O,of,,,,,
O,operations,,,,,
O,NEW,,,,,
O,SOUTH,,,,,
O,WALES,,,,,
O,numerous,,,,,
O,significant,,,,,
O,gold,,,,,
O,deposits,,,,,
O,and,,,,,
O,polymetallic,,,,,
O,gold,,,,,
O,occurrences,,,,,
O,over,,,,,
O,a,,,,,
O,strike,,,,,
O,length,,,,,
O,of,,,,,
O,100,,,,,
O,km,,,,,
O,between,,,,,
O,Forbes,,,,,
O,and,,,,,
O,Mt,,,,,
O,Pleasant,,,,,
O,Molybdenum-Tungsten-Copper,,,,,
O,Gold,,,,,
O,Tomingley,,,,,
O,and,,,,,
O,up,,,,,
O,to,,,,,
O,10,,,,,
O,km,,,,,
O,east,,,,,
O,of,,,,,
O,the,,,,,
O,PFZ.,,,,,
O,Project,,,,,
O,(,,,,,
O,Alliance,,,,,
O,100%,,,,,
O,),,,,,
O,Alliance,,,,,
O,has,,,,,
O,selected,,,,,
O,the,,,,,
O,area,,,,,
O,on,,,,,
O,the,,,,,
O,basis,,,,,
O,of,,,,,
O,its,,,,,
O,structural,,,,,
O,position,,,,,
O,Exploration,,,,,
O,licence,,,,,
O,5277,,,,,
O,is,,,,,
O,located,,,,,
O,30,,,,,
O,km,,,,,
O,south,,,,,
O,of,,,,,
O,Mudgee,,,,,
O,and,,,,,
O,within,,,,,
O,the,,,,,
O,PFZ,,,,,
O,and,,,,,
O,the,,,,,
O,existing,,,,,
O,gold,,,,,
O,occurrences,,,,,
O,",",,,,,
O,which,,,,,
O,the,,,,,
O,contains,,,,,
O,the,,,,,
O,Mt,,,,,
O,Pleasant,,,,,
O,porphyry,,,,,
O,style,,,,,
O,molybdenum-tungsten,,,,,
O,Company,,,,,
O,considers,,,,,
O,have,,,,,
O,not,,,,,
O,been,,,,,
O,thoroughly,,,,,
O,tested,,,,,
O,at,,,,,
O,depth,,,,,
O,",",,,,,
O,occurrence,,,,,
O,hosted,,,,,
O,by,,,,,
O,acid,,,,,
O,to,,,,,
O,intermediate,,,,,
O,volcanics,,,,,
O,and,,,,,
O,granite.,,,,,
O,along,,,,,
O,strike,,,,,
O,",",,,,,
O,or,,,,,
O,below,,,,,
O,Quaternary,,,,,
O,cover.,,,,,
O,Mineralisation,,,,,
O,is,,,,,
O,stockwork,,,,,
O,in,,,,,
O,style,,,,,
O,over,,,,,
O,a,,,,,
O,3,,,,,
O,to,,,,,
O,4,,,,,
O,km2area.,,,,,
O,Proposed,,,,,
O,work,,,,,
O,includes,,,,,
O,reviewing,,,,,
O,the,,,,,
O,existing,,,,,
O,data,,,,,
O,generated,,,,,
O,by,,,,,
O,Alliance,,,,,
O,has,,,,,
O,selected,,,,,
O,the,,,,,
O,area,,,,,
O,to,,,,,
O,assess,,,,,
O,the,,,,,
O,potential,,,,,
O,of,,,,,
O,the,,,,,
O,previous,,,,,
O,explorers,,,,,
O,",",,,,,
O,a,,,,,
O,first,,,,,
O,phase,,,,,
O,of,,,,,
O,geological,,,,,
O,mapping,,,,,
O,",",,,,,
O,geochemical,,,,,
O,Mt,,,,,
O,Pleasant,,,,,
O,prospect,,,,,
O,and,,,,,
O,surrounding,,,,,
O,areas,,,,,
O,for,,,,,
O,porphyry-style,,,,,
O,sampling,,,,,
O,and,,,,,
O,geophysical,,,,,
O,surveying,,,,,
O,at,,,,,
O,depth,,,,,
O,",",,,,,
O,or,,,,,
O,along,,,,,
O,strike,,,,,
O,from,,,,,
O,",",,,,,
O,copper-gold,,,,,
O,mineralisation.,,,,,
O,existing,,,,,
O,mineral,,,,,
O,occurrences,,,,,
O,and,,,,,
O,a,,,,,
O,second,,,,,
O,phase,,,,,
O,of,,,,,
O,reverse,,,,,
O,circulation,,,,,
O,There,,,,,
O,has,,,,,
O,been,,,,,
O,no,,,,,
O,drilling,,,,,
O,at,,,,,
O,this,,,,,
O,project,,,,,
O,since,,,,,
O,1983.,,,,,
O,and/or,,,,,
O,diamond,,,,,
O,coring,,,,,
O,of,,,,,
O,targets,,,,,
O,generated,,,,,
O,in,,,,,
O,the,,,,,
O,first,,,,,
O,phase.,,,,,
O,Previous,,,,,
O,exploration,,,,,
O,programmes,,,,,
O,indicate,,,,,
O,a,,,,,
O,large,,,,,
O,tonneage,,,,,
O,",",,,,,
O,low,,,,,
O,Refer,,,,,
O,to,,,,,
O,ASX,,,,,
O,announcement,,,,,
O,dated,,,,,
O,7,,,,,
O,June,,,,,
O,2016,,,,,
O,for,,,,,
O,further,,,,,
O,details,,,,,
O,grade,,,,,
O,",",,,,,
O,currently,,,,,
O,sub-economic,,,,,
O,",",,,,,
O,stockwork,,,,,
O,molybdenum-tungsten,,,,,
O,and,,,,,
O,competent,,,,,
O,person,,,,,
O,’,,,,,
O,s,,,,,
O,consent.,,,,,
O,occurrence,,,,,
O,exists,,,,,
O,at,,,,,
O,Mt,,,,,
O,Pleasant.,,,,,
O,Whilst,,,,,
O,the,,,,,
O,majority,,,,,
O,of,,,,,
O,previous,,,,,
O,Bogan,,,,,
O,Gate,,,,,
O,West,,,,,
O,Gold-Base,,,,,
O,Metals,,,,,
O,Project,,,,,
O,drilling,,,,,
O,has,,,,,
O,focused,,,,,
O,on,,,,,
O,a,,,,,
O,500m,,,,,
O,x,,,,,
O,300m,,,,,
O,zone,,,,,
O,(,,,,,
O,Central,,,,,
O,Ridge,,,,,
O,zone,,,,,
O,),,,,,
O,",",,,,,
O,(,,,,,
O,Alliance,,,,,
O,100%,,,,,
O,),,,,,
O,a,,,,,
O,review,,,,,
O,of,,,,,
O,the,,,,,
O,CSR,,,,,
O,drilling,,,,,
O,results,,,,,
O,indicates,,,,,
O,that,,,,,
O,locally,,,,,
O,high,,,,,
O,copper,,,,,
O,grades,,,,,
O,were,,,,,
O,intersected,,,,,
O,in,,,,,
O,some,,,,,
O,of,,,,,
O,the,,,,,
O,earlier,,,,,
O,drilling,,,,,
O,in,,,,,
O,the,,,,,
O,area,,,,,
O,Post-reporting,,,,,
O,",",,,,,
O,Alliance,,,,,
O,lodged,,,,,
O,application,,,,,
O,for,,,,,
O,exploration,,,,,
O,licence,,,,,
O,marginal,,,,,
O,to,,,,,
O,the,,,,,
O,main,,,,,
O,molybdenum-tungsten,,,,,
O,occurrence.,,,,,
O,In,,,,,
O,5307,,,,,
O,",",,,,,
O,located,,,,,
O,approximately,,,,,
O,45,,,,,
O,km,,,,,
O,west,,,,,
O,of,,,,,
O,Parkes,,,,,
O,in,,,,,
O,New,,,,,
O,South,,,,,
O,Alliance,,,,,
O,’,,,,,
O,s,,,,,
O,view,,,,,
O,",",,,,,
O,these,,,,,
O,intersections,,,,,
O,have,,,,,
O,not,,,,,
O,received,,,,,
O,adequate,,,,,
O,Wales.,,,,,
O,The,,,,,
O,tenement,,,,,
O,is,,,,,
O,situated,,,,,
O,on,,,,,
O,the,,,,,
O,western,,,,,
O,limb,,,,,
O,of,,,,,
O,the,,,,,
O,investigation,,,,,
O,by,,,,,
O,previous,,,,,
O,explorers.,,,,,
O,Tullamore,,,,,
O,Syncline,,,,,
O,",",,,,,
O,a,,,,,
O,north-south,,,,,
O,trending,,,,,
O,Devonian,,,,,
O,rift,,,,,
O,that,,,,,
O,separates,,,,,
O,the,,,,,
O,Project,,,,,
O,area,,,,,
O,from,,,,,
O,the,,,,,
O,Goonumbla,,,,,
O,Volcanics,,,,,
O,which,,,,,
O,Proposed,,,,,
O,work,,,,,
O,includes,,,,,
O,reviewing,,,,,
O,the,,,,,
O,existing,,,,,
O,data,,,,,
O,with,,,,,
O,emphasis,,,,,
O,host,,,,,
O,the,,,,,
O,Northparkes,,,,,
O,copper-gold,,,,,
O,deposits,,,,,
O,to,,,,,
O,the,,,,,
O,northeast.,,,,,
O,on,,,,,
O,hydrothermal,,,,,
O,alteration,,,,,
O,assemblages,,,,,
O,and,,,,,
O,geological/geochemical,,,,,
O,vectoring,,,,,
O,for,,,,,
O,possible,,,,,
O,extensions,,,,,
O,to,,,,,
O,known,,,,,
O,The,,,,,
O,Raggatt,,,,,
O,Volcanics,,,,,
O,occur,,,,,
O,in,,,,,
O,the,,,,,
O,northern,,,,,
O,portion,,,,,
O,of,,,,,
O,the,,,,,
O,mineralisation,,,,,
O,or,,,,,
O,new,,,,,
O,discovery,,,,,
O,beneath,,,,,
O,cover,,,,,
O,and,,,,,
O,at,,,,,
O,depth,,,,,
O,;,,,,,
O,tenement,,,,,
O,area,,,,,
O,and,,,,,
O,are,,,,,
O,considered,,,,,
O,as,,,,,
O,possible,,,,,
O,outliers,,,,,
O,to,,,,,
O,the,,,,,
O,non-destructive,,,,,
O,re-sampling,,,,,
O,of,,,,,
O,available,,,,,
O,drill,,,,,
O,cores,,,,,
O,(,,,,,
O,portable,,,,,
O,XRF,,,,,
O,Goonumbla,,,,,
O,Volcanics.,,,,,
O,The,,,,,
O,Raggatt,,,,,
O,Volcanics,,,,,
O,comprises,,,,,
O,a,,,,,
O,and,,,,,
O,PIMA,,,,,
